perturbation,native_rankable,native_n_work,native_n_cells,matched50_rankable,matched50_n_work,matched50_n_cells,dataset,native_unrankable,matched50_unrankable
FOSB_PTPN12,True,100,345,True,50,345,Norman,0,0
FOSB_UBASH3B,True,200,426,True,50,426,Norman,0,0
FOXA1,True,400,851,True,50,851,Norman,0,0
FOXA1_FOXF1,True,100,272,True,50,272,Norman,0,0
FOXA1_FOXL2,True,50,192,True,50,192,Norman,0,0
FOXA1_HOXB9,True,100,295,True,50,295,Norman,0,0
FOXA3,True,200,494,True,50,494,Norman,0,0
FOXA3_FOXA1,True,100,216,True,50,216,Norman,0,0
FOXA3_FOXF1,True,50,175,True,50,175,Norman,0,0
FOXA3_FOXL2,True,50,130,True,50,130,Norman,0,0
FOXA3_HOXB9,True,100,329,True,50,329,Norman,0,0
FOXF1,True,400,874,False,50,874,Norman,0,1
FOXF1_FOXL2,True,50,192,True,50,192,Norman,0,0
FOXF1_HOXB9,True,100,200,True,50,200,Norman,0,0
FOXL2,True,200,652,True,50,652,Norman,0,0
FOXL2_MEIS1,True,50,193,True,50,193,Norman,0,0
FOXO4,True,100,215,True,50,215,Norman,0,0
GLB1L2,True,200,463,True,50,463,Norman,0,0
HES7,True,50,126,True,50,126,Norman,0,0
HK2,True,100,303,False,50,303,Norman,0,1
HNF4A,True,100,237,True,50,237,Norman,0,0
HOXA13,True,100,274,True,50,274,Norman,0,0
HOXB9,True,200,701,True,50,701,Norman,0,0
HOXC13,True,100,385,True,50,385,Norman,0,0
IER5L,True,200,405,True,50,405,Norman,0,0
IGDCC3,True,200,613,True,50,613,Norman,0,0
IGDCC3_MAPK1,True,100,368,True,50,368,Norman,0,0
IGDCC3_PRTG,True,50,140,True,50,140,Norman,0,0
IGDCC3_ZBTB25,True,50,141,True,50,141,Norman,0,0
IKZF3,True,200,681,True,50,681,Norman,0,0
IRF1,True,200,427,True,50,427,Norman,0,0
IRF1_SET,True,200,444,True,50,444,Norman,0,0
ISL2,True,200,582,False,50,582,Norman,0,1
JUN,True,100,266,True,50,266,Norman,0,0
KIAA1804,True,100,278,True,50,278,Norman,0,0
KIF18B,True,100,254,False,50,254,Norman,0,1
KIF2C,True,200,634,False,50,634,Norman,0,1
KLF1,True,800,1960,True,50,1960,Norman,0,0
KLF1_BAK1,True,100,395,True,50,395,Norman,0,0
KLF1_CEBPA,True,100,311,True,50,311,Norman,0,0
KLF1_CLDN6,True,100,237,True,50,237,Norman,0,0
KLF1_COL2A1,True,100,298,True,50,298,Norman,0,0
KLF1_FOXA1,True,100,361,True,50,361,Norman,0,0
KLF1_MAP2K6,True,100,263,True,50,263,Norman,0,0
KLF1_TGFBR2,True,100,337,True,50,337,Norman,0,0
KMT2A,True,100,241,False,50,241,Norman,0,1
LHX1,True,100,375,True,50,375,Norman,0,0
LHX1_ELMSAN1,True,200,647,True,50,647,Norman,0,0
LYL1,True,200,432,True,50,432,Norman,0,0
LYL1_CEBPB,True,50,192,True,50,192,Norman,0,0
LYL1_IER5L,True,200,623,True,50,623,Norman,0,0
MAML2,True,200,626,False,50,626,Norman,0,1
MAP2K3,True,200,579,True,50,579,Norman,0,0
MAP2K3_ELMSAN1,True,200,581,True,50,581,Norman,0,0
MAP2K3_IKZF3,True,100,261,True,50,261,Norman,0,0
MAP2K3_MAP2K6,True,200,571,True,50,571,Norman,0,0
MAP2K3_SLC38A2,True,100,338,True,50,338,Norman,0,0
MAP2K6,True,400,878,False,50,878,Norman,0,1
MAP2K6_ELMSAN1,True,200,451,True,50,451,Norman,0,0
MAP2K6_IKZF3,True,100,300,True,50,300,Norman,0,0
MAP2K6_SPI1,True,100,302,True,50,302,Norman,0,0
MAP4K3,False,100,363,False,50,363,Norman,1,1
MAP4K5,False,100,366,False,50,366,Norman,1,1
MAP7D1,True,200,751,False,50,751,Norman,0,1
MAPK1,True,200,765,True,50,765,Norman,0,0
MAPK1_IKZF3,True,100,302,True,50,302,Norman,0,0
MAPK1_PRTG,True,200,500,True,50,500,Norman,0,0
MAPK1_TGFBR2,True,200,497,True,50,497,Norman,0,0
MEIS1,True,200,776,True,50,776,Norman,0,0
MIDN,True,100,298,True,50,298,Norman,0,0
NCL,False,100,237,False,50,237,Norman,1,1
NIT1,True,50,192,True,50,192,Norman,0,0
OSR2,True,400,1003,True,50,1003,Norman,0,0
PLK4,False,50,113,False,50,113,Norman,1,1
POU3F2,True,100,359,True,50,359,Norman,0,0
POU3F2_CBFA2T3,True,100,216,True,50,216,Norman,0,0
POU3F2_FOXL2,True,100,309,True,50,309,Norman,0,0
PRDM1,True,100,297,True,50,297,Norman,0,0
PRDM1_CBFA2T3,True,50,106,True,50,106,Norman,0,0
PRTG,True,200,685,True,50,685,Norman,0,0
PTPN1,True,200,419,True,50,419,Norman,0,0
PTPN12,True,200,445,True,50,445,Norman,0,0
PTPN12_OSR2,True,100,339,True,50,339,Norman,0,0
PTPN12_PTPN9,True,100,364,True,50,364,Norman,0,0
PTPN12_SNAI1,True,100,283,True,50,283,Norman,0,0
PTPN12_UBASH3A,True,100,311,True,50,311,Norman,0,0
PTPN12_ZBTB25,True,100,303,True,50,303,Norman,0,0
PTPN13,True,100,270,True,50,270,Norman,0,0
PTPN9,True,200,445,True,50,445,Norman,0,0
RHOXF2,True,100,328,True,50,328,Norman,0,0
RHOXF2_SET,True,100,321,True,50,321,Norman,0,0
RHOXF2_ZBTB25,True,100,263,True,50,263,Norman,0,0
RREB1,True,100,331,True,50,331,Norman,0,0
RUNX1T1,True,200,779,False,50,779,Norman,0,1
S1PR2,True,200,541,True,50,541,Norman,0,0
SAMD1,True,200,498,True,50,498,Norman,0,0
SAMD1_PTPN12,True,100,351,True,50,351,Norman,0,0
SAMD1_UBASH3B,True,100,240,True,50,240,Norman,0,0
SAMD1_ZBTB1,True,50,191,True,50,191,Norman,0,0
SET,True,400,986,True,50,986,Norman,0,0
SET_CEBPE,True,200,658,True,50,658,Norman,0,0
SET_KLF1,True,200,667,True,50,667,Norman,0,0
SGK1,True,200,483,True,50,483,Norman,0,0
SGK1_S1PR2,True,100,358,True,50,358,Norman,0,0
SGK1_TBX2,True,100,349,True,50,349,Norman,0,0
SGK1_TBX3,True,100,300,True,50,300,Norman,0,0
SLC38A2,True,100,332,True,50,332,Norman,0,0
SLC4A1,True,400,1000,True,50,1000,Norman,0,0
SLC6A9,True,200,558,True,50,558,Norman,0,0
SNAI1,True,200,467,True,50,467,Norman,0,0
SNAI1_DLX2,True,50,131,True,50,131,Norman,0,0
SNAI1_UBASH3B,True,100,299,True,50,299,Norman,0,0
SPI1,True,200,613,True,50,613,Norman,0,0
STIL,True,100,309,False,50,309,Norman,0,1
TBX2,True,200,690,True,50,690,Norman,0,0
TBX3,True,200,691,True,50,691,Norman,0,0
TBX3_TBX2,True,400,1167,True,50,1167,Norman,0,0
TGFBR2,True,200,646,False,50,646,Norman,0,1
TGFBR2_C19orf26,True,100,325,True,50,325,Norman,0,0
TGFBR2_ETS2,True,100,318,True,50,318,Norman,0,0
TGFBR2_IGDCC3,True,100,301,True,50,301,Norman,0,0
TGFBR2_PRTG,True,100,265,True,50,265,Norman,0,0
TMSB4X,True,200,543,True,50,543,Norman,0,0
TMSB4X_BAK1,True,100,329,True,50,329,Norman,0,0
TP73,True,100,248,True,50,248,Norman,0,0
TSC22D1,True,200,441,False,50,441,Norman,0,1
UBASH3A,True,400,819,False,50,819,Norman,0,1
UBASH3B,True,400,1202,True,50,1202,Norman,0,0
UBASH3B_CNN1,True,200,402,True,50,402,Norman,0,0
UBASH3B_OSR2,True,200,796,True,50,796,Norman,0,0
UBASH3B_PTPN12,True,100,298,True,50,298,Norman,0,0
UBASH3B_PTPN9,True,100,325,True,50,325,Norman,0,0
UBASH3B_UBASH3A,True,200,554,True,50,554,Norman,0,0
UBASH3B_ZBTB25,True,100,255,True,50,255,Norman,0,0
ZBTB1,True,200,693,True,50,693,Norman,0,0
ZBTB10,True,50,162,True,50,162,Norman,0,0
ZBTB10_ELMSAN1,True,50,182,True,50,182,Norman,0,0
ZBTB10_PTPN12,True,100,265,True,50,265,Norman,0,0
ZBTB10_SNAI1,True,50,100,True,50,100,Norman,0,0
ZBTB25,True,200,740,True,50,740,Norman,0,0
ZC3HAV1,True,200,516,True,50,516,Norman,0,0
ZC3HAV1_CEBPE,True,200,410,True,50,410,Norman,0,0
ZC3HAV1_HOXC13,True,200,618,True,50,618,Norman,0,0
ZNF318,True,200,650,False,50,650,Norman,0,1
ZNF318_FOXL2,True,100,246,True,50,246,Norman,0,0
*,False,50,101,False,50,101,Adamson,1,1
63(mod)_pBA580,True,800,6010,False,50,6010,Adamson,0,1
AARS_pDS381,True,200,447,True,50,447,Adamson,0,0
AMIGO3_pDS434,True,200,715,False,50,715,Adamson,0,1
ARHGAP22_pDS458,True,200,490,True,50,490,Adamson,0,0
ASCC3_pDS051,True,200,614,True,50,614,Adamson,0,0
ASCC3_pDS052,True,400,1142,True,50,1142,Adamson,0,0
ATF4_pBA608,False,100,325,False,50,325,Adamson,1,1
ATP5B_pDS055,True,200,644,True,50,644,Adamson,0,0
CAD_pDS468,True,100,281,True,50,281,Adamson,0,0
CARS_pDS460,True,200,501,True,50,501,Adamson,0,0
CCND3_pDS006,True,100,379,True,50,379,Adamson,0,0
CHERP_pDS024,True,200,479,True,50,479,Adamson,0,0
COPB1_pDS065,True,100,225,True,50,225,Adamson,0,0
COPZ1_pDS462,True,100,282,True,50,282,Adamson,0,0
DAD1_pDS499,True,200,752,False,50,752,Adamson,0,1
DARS_pDS495,True,200,664,True,50,664,Adamson,0,0
DDOST_pDS382,True,100,382,True,50,382,Adamson,0,0
DDRGK1_pDS041,False,200,607,False,50,607,Adamson,1,1
DERL2_pDS042,True,200,656,False,50,656,Adamson,0,1
DHDDS_pDS383,True,200,507,True,50,507,Adamson,0,0
DNAJC19_pDS026,True,400,1000,True,50,1000,Adamson,0,0
DNAJC19_pDS074,True,200,525,True,50,525,Adamson,0,0
EIF2AK3_pBA572,False,50,141,False,50,141,Adamson,1,1
EIF2B2_pDS463,True,200,615,True,50,615,Adamson,0,0
EIF2B3_pDS508,True,200,415,True,50,415,Adamson,0,0
EIF2B4_pDS491,True,200,625,True,50,625,Adamson,0,0
EIF2S1_pDS386,True,200,511,True,50,511,Adamson,0,0
FARSB_pDS390,True,200,632,True,50,632,Adamson,0,0
FECH_pDS494,True,200,683,True,50,683,Adamson,0,0
GBF1_pDS043,False,200,760,False,50,760,Adamson,1,1
GBF1_pDS044,True,50,198,True,50,198,Adamson,0,0
GMPPB_pDS391,True,200,606,False,50,606,Adamson,0,1
GNPNAT1_pDS506,False,200,503,False,50,503,Adamson,1,1
HARS_pDS466,True,100,325,True,50,325,Adamson,0,0
HSD17B12_pDS087,True,200,404,True,50,404,Adamson,0,0
HSPA5_pDS017,True,400,881,True,50,881,Adamson,0,0
HSPA5_pDS371,True,100,301,True,50,301,Adamson,0,0
HSPA9_pDS088,True,400,894,True,50,894,Adamson,0,0
HYOU1_pDS089,False,200,494,False,50,494,Adamson,1,1
IARS2_pDS090,True,200,438,True,50,438,Adamson,0,0
IARS2_pDS091,True,200,673,True,50,673,Adamson,0,0
IDH3A_pDS393,True,200,663,False,50,663,Adamson,0,1
IER3IP1_pDS002,True,400,1222,True,50,1222,Adamson,0,0
IER3IP1_pDS110,True,200,582,True,50,582,Adamson,0,0
KCTD16_pDS096,True,200,464,False,50,464,Adamson,0,1
MANF_pDS027,False,200,554,False,50,554,Adamson,1,1
MARS_pDS394,True,200,523,True,50,523,Adamson,0,0
MRGBP_pDS124,True,200,570,False,50,570,Adamson,0,1
MRPL39_pDS498,True,200,683,False,50,683,Adamson,0,1
MTHFD1_pDS395,True,200,520,True,50,520,Adamson,0,0
NEDD8_pDS396,True,200,506,True,50,506,Adamson,0,0
OST4_pDS353,False,200,646,False,50,646,Adamson,1,1
P4HB_pDS397,False,200,560,False,50,560,Adamson,1,1
PDIA6_pDS029,True,200,583,False,50,583,Adamson,0,1
PPWD1_pDS398,True,100,234,True,50,234,Adamson,0,0
PSMD4_pDS488,True,200,625,True,50,625,Adamson,0,0
PTDSS1_pDS478,False,200,534,False,50,534,Adamson,1,1
QARS_pDS510,True,100,379,True,50,379,Adamson,0,0
SAMM50_pDS156,True,400,817,True,50,817,Adamson,0,0
SARS_pDS467,True,200,473,True,50,473,Adamson,0,0
SCYL1_pDS159,True,200,561,True,50,561,Adamson,0,0
SCYL1_pDS160,True,200,669,True,50,669,Adamson,0,0
SEC61A1_pDS031,True,200,451,True,50,451,Adamson,0,0
SEC61A1_pDS032,True,200,740,True,50,740,Adamson,0,0
SEC61B_pDS033,True,400,1185,False,50,1185,Adamson,0,1
SEC61B_pDS162,True,200,483,False,50,483,Adamson,0,1
SEC61G_pDS440,True,200,650,True,50,650,Adamson,0,0
SEC63_pDS218,True,200,654,False,50,654,Adamson,0,1
SEL1L_pDS373,True,200,443,True,50,443,Adamson,0,0
SLC35B1_pDS046,False,200,621,False,50,621,Adamson,1,1
SLC39A7_pDS219,True,200,601,True,50,601,Adamson,0,0
SLMO2_pDS433,True,200,637,True,50,637,Adamson,0,0
SOCS1_pDS479,True,200,450,False,50,450,Adamson,0,1
SPCS2_pDS401,True,200,587,False,50,587,Adamson,0,1
SPCS3_pDS402,True,200,647,True,50,647,Adamson,0,0
SRP68_pDS403,True,200,699,True,50,699,Adamson,0,0
SRP72_pDS505,True,200,520,False,50,520,Adamson,0,1
SRPRB_pDS404,True,200,703,True,50,703,Adamson,0,0
SRPR_pDS482,True,200,591,True,50,591,Adamson,0,0
STT3A_pDS011,False,200,499,False,50,499,Adamson,1,1
SYVN1_pDS442,True,200,650,False,50,650,Adamson,0,1
TARS_pDS405,True,400,803,True,50,803,Adamson,0,0
TELO2_pDS496,True,200,691,False,50,691,Adamson,0,1
TIMM23_pDS284,True,200,757,True,50,757,Adamson,0,0
TIMM44_pDS430,True,200,590,True,50,590,Adamson,0,0
TMED10_pDS036,True,200,626,False,50,626,Adamson,0,1
TMED2_pDS175,True,200,505,False,50,505,Adamson,0,1
TMEM167A_pDS038,True,200,468,True,50,468,Adamson,0,0
TTI1_pDS407,True,200,526,True,50,526,Adamson,0,0
TTI2_pDS408,True,200,653,False,50,653,Adamson,0,1
UFL1_pDS410,True,200,585,False,50,585,Adamson,0,1
UFM1_pDS040,False,200,692,False,50,692,Adamson,1,1
XRN1_pDS411,True,200,788,False,50,788,Adamson,0,1
YIPF5_pDS186,True,400,817,True,50,817,Adamson,0,0
YIPF5_pDS226,True,200,574,True,50,574,Adamson,0,0
