gene,arm,method,K,n_var,pds,ci_lo,ci_hi
TP53,random,Lasso-esm+theta,90,59,0.43938,0.38178,0.4958
TP53,random,Lasso-esm+theta,98,59,0.43936,0.38235,0.4962
TP53,random,Lasso-theta,5,59,0.43904,0.38095,0.49331
TP53,random,Lasso-theta,10,59,0.43943,0.38483,0.49421
TP53,random,Lasso-theta,20,59,0.43977,0.38244,0.49946
TP53,random,Lasso-theta,25,59,0.4389,0.3822,0.49403
TP53,random,Lasso-theta,45,59,0.43918,0.38287,0.4991
TP53,random,Lasso-theta,90,59,0.43931,0.38337,0.49708
TP53,random,Lasso-theta,98,59,0.43936,0.3848,0.49903
TP53,random,MLP-esm,5,59,0.43829,0.38409,0.49643
TP53,random,MLP-esm,10,59,0.43763,0.38494,0.49204
TP53,random,MLP-esm,20,59,0.43729,0.38161,0.49461
TP53,random,MLP-esm,25,59,0.4375,0.38253,0.49547
TP53,random,MLP-esm,45,59,0.43739,0.38424,0.49586
TP53,random,MLP-esm,90,59,0.43762,0.38566,0.49567
TP53,random,MLP-esm,98,59,0.43763,0.38157,0.4945
TP53,random,MLP-esm+theta,5,59,0.44602,0.38628,0.50452
TP53,random,MLP-esm+theta,10,59,0.44621,0.38815,0.50536
TP53,random,MLP-esm+theta,20,59,0.44675,0.39079,0.50402
TP53,random,MLP-esm+theta,25,59,0.44685,0.39007,0.50645
TP53,random,MLP-esm+theta,45,59,0.44661,0.38772,0.50575
TP53,random,MLP-esm+theta,90,59,0.44656,0.38929,0.50712
TP53,random,MLP-esm+theta,98,59,0.44651,0.38598,0.50884
TP53,random,MLP-theta,5,59,0.45705,0.40083,0.51334
TP53,random,MLP-theta,10,59,0.45598,0.40358,0.51103
TP53,random,MLP-theta,20,59,0.45501,0.4032,0.50822
TP53,random,MLP-theta,25,59,0.45527,0.3996,0.50975
TP53,random,MLP-theta,45,59,0.4552,0.40286,0.51251
TP53,random,MLP-theta,90,59,0.45507,0.40452,0.50833
TP53,random,MLP-theta,98,59,0.4551,0.40211,0.50984
TP53,random,PerturbNet,5,59,0.53083,0.47941,0.58045
TP53,random,PerturbNet,10,59,0.52884,0.4752,0.58256
TP53,random,PerturbNet,20,59,0.52969,0.47614,0.58125
TP53,random,PerturbNet,25,59,0.52929,0.47799,0.57918
TP53,random,PerturbNet,45,59,0.52958,0.47652,0.58538
TP53,random,PerturbNet,90,59,0.52949,0.47852,0.58373
TP53,random,PerturbNet,98,59,0.52944,0.47679,0.5803
TP53,random,RF-esm,5,59,0.44377,0.38917,0.50272
TP53,random,RF-esm,10,59,0.44387,0.39101,0.50369
TP53,random,RF-esm,20,59,0.44412,0.38642,0.50083
TP53,random,RF-esm,25,59,0.44404,0.38919,0.5028
TP53,random,RF-esm,45,59,0.44398,0.38685,0.50141
TP53,random,RF-esm,90,59,0.44396,0.3875,0.50076
TP53,random,RF-esm,98,59,0.44397,0.3862,0.50309
TP53,random,RF-esm+theta,5,59,0.43165,0.37413,0.48655
TP53,random,RF-esm+theta,10,59,0.43427,0.38046,0.49239
TP53,random,RF-esm+theta,20,59,0.43297,0.3758,0.49048
TP53,random,RF-esm+theta,25,59,0.4333,0.37925,0.49141
TP53,random,RF-esm+theta,45,59,0.43311,0.37484,0.48804
TP53,random,RF-esm+theta,90,59,0.43341,0.3746,0.49242
TP53,random,RF-esm+theta,98,59,0.43345,0.37863,0.48771
TP53,random,RF-theta,5,59,0.44951,0.39185,0.50746
TP53,random,RF-theta,10,59,0.45091,0.39271,0.50752
TP53,random,RF-theta,20,59,0.44936,0.39082,0.51075
TP53,random,RF-theta,25,59,0.44927,0.39242,0.51129
TP53,random,RF-theta,45,59,0.4495,0.39086,0.50971
TP53,random,RF-theta,90,59,0.44966,0.38935,0.50902
TP53,random,RF-theta,98,59,0.44957,0.39008,0.50829
TP53,random,Ridge-esm,5,59,0.44014,0.38272,0.50096
TP53,random,Ridge-esm,10,59,0.43892,0.38526,0.49482
TP53,random,Ridge-esm,20,59,0.43849,0.3845,0.49328
TP53,random,Ridge-esm,25,59,0.43929,0.38572,0.4942
TP53,random,Ridge-esm,45,59,0.43909,0.3842,0.49658
TP53,random,Ridge-esm,90,59,0.43897,0.37934,0.49552
TP53,random,Ridge-esm,98,59,0.43898,0.38104,0.49689
TP53,random,Ridge-esm+theta,5,59,0.46122,0.40635,0.51313
TP53,random,Ridge-esm+theta,10,59,0.46154,0.41029,0.51433
TP53,random,Ridge-esm+theta,20,59,0.46105,0.40852,0.51281
TP53,random,Ridge-esm+theta,25,59,0.46104,0.40733,0.5134
TP53,random,Ridge-esm+theta,45,59,0.46104,0.41004,0.51376
TP53,random,Ridge-esm+theta,90,59,0.46104,0.40961,0.51326
TP53,random,Ridge-esm+theta,98,59,0.46101,0.40645,0.51636
TP53,random,Ridge-theta,5,59,0.46022,0.40871,0.51362
TP53,random,Ridge-theta,10,59,0.46089,0.40966,0.51631
TP53,random,Ridge-theta,20,59,0.46182,0.40494,0.51432
TP53,random,Ridge-theta,25,59,0.46095,0.4083,0.51067
TP53,random,Ridge-theta,45,59,0.46128,0.41019,0.51578
TP53,random,Ridge-theta,90,59,0.46119,0.40692,0.51458
TP53,random,Ridge-theta,98,59,0.46116,0.40769,0.51478
TP53,random,WT-null,5,59,0.5,0.5,0.5
TP53,random,WT-null,10,59,0.5,0.5,0.5
TP53,random,WT-null,20,59,0.5,0.5,0.5
TP53,random,WT-null,25,59,0.5,0.5,0.5
TP53,random,WT-null,45,59,0.5,0.5,0.5
TP53,random,WT-null,90,59,0.5,0.5,0.5
TP53,random,WT-null,98,59,0.5,0.5,0.5
TP53,random,scGen,5,59,0.481,0.43501,0.52722
TP53,random,scGen,10,59,0.48099,0.43281,0.52553
TP53,random,scGen,20,59,0.48032,0.43691,0.52613
TP53,random,scGen,25,59,0.4805,0.43549,0.5238
TP53,random,scGen,45,59,0.48115,0.43535,0.52519
TP53,random,scGen,90,59,0.48089,0.43254,0.52881
TP53,random,scGen,98,59,0.48095,0.4348,0.52665
TP53,random,scVIDR,5,59,0.48397,0.43307,0.53612
TP53,random,scVIDR,10,59,0.48456,0.437,0.5342
TP53,random,scVIDR,20,59,0.48523,0.43384,0.53531
TP53,random,scVIDR,25,59,0.48586,0.43774,0.53467
TP53,random,scVIDR,45,59,0.48571,0.43599,0.53248
TP53,random,scVIDR,90,59,0.48537,0.43499,0.53754
TP53,random,scVIDR,98,59,0.48547,0.43645,0.53812
TP53,random,split-half measurement,5,59,0.47222,0.43937,0.50375
TP53,random,split-half measurement,10,59,0.4729,0.44136,0.50443
TP53,random,split-half measurement,20,59,0.47235,0.43934,0.5062
TP53,random,split-half measurement,25,59,0.4723,0.43951,0.50593
TP53,random,split-half measurement,45,59,0.47215,0.43979,0.5038
TP53,random,split-half measurement,90,59,0.4722,0.43952,0.50515
TP53,random,split-half measurement,98,59,0.47222,0.44003,0.50553
