gene,method,split,stratum,n_pairs,accuracy,ci_lo,ci_hi,n_refused,n_predicted
JAK1,RF-esm+theta,pooled,resolvable_xfit,172,0.56553,0.51126,0.61628,0,0
JAK1,RF-esm+theta,pooled,unresolvable_xfit,59,0.65996,0.59039,0.73199,0,0
JAK1,RF-theta,pooled,all,289,0.53541,0.4941,0.57572,0,0
JAK1,RF-theta,pooled,resolvable,219,0.50723,0.45582,0.55708,0,0
JAK1,RF-theta,pooled,unresolvable,70,0.62357,0.56174,0.6885,0,0
JAK1,RF-theta,pooled,resolvable_xfit,217,0.50398,0.45204,0.55324,0,0
JAK1,RF-theta,pooled,unresolvable_xfit,72,0.61574,0.55612,0.67738,0,0
JAK1,Ridge-esm,pooled,all,231,0.57744,0.53121,0.62189,0,0
JAK1,Ridge-esm,pooled,resolvable,174,0.59502,0.53932,0.64949,0,0
JAK1,Ridge-esm,pooled,unresolvable,57,0.52378,0.44129,0.60741,0,0
JAK1,Ridge-esm,pooled,resolvable_xfit,172,0.58491,0.52725,0.64221,0,0
JAK1,Ridge-esm,pooled,unresolvable_xfit,59,0.51589,0.43291,0.60276,0,0
JAK1,Ridge-esm+theta,pooled,all,231,0.43559,0.38638,0.4842,0,0
JAK1,Ridge-esm+theta,pooled,resolvable,174,0.44234,0.38321,0.5001,0,0
JAK1,Ridge-esm+theta,pooled,unresolvable,57,0.41501,0.33509,0.49337,0,0
JAK1,Ridge-esm+theta,pooled,resolvable_xfit,172,0.44465,0.38699,0.504,0,0
JAK1,Ridge-esm+theta,pooled,unresolvable_xfit,59,0.38701,0.30719,0.46645,0,0
JAK1,Ridge-theta,pooled,all,289,0.49629,0.45442,0.53668,0,0
JAK1,Ridge-theta,pooled,resolvable,219,0.50642,0.45745,0.55807,0,0
JAK1,Ridge-theta,pooled,unresolvable,70,0.4646,0.3973,0.52961,0,0
JAK1,Ridge-theta,pooled,resolvable_xfit,217,0.51747,0.46485,0.57153,0,0
JAK1,Ridge-theta,pooled,unresolvable_xfit,72,0.46325,0.3941,0.5304,0,0
JAK1,WT-null,pooled,all,289,0.5,0.5,0.5,0,0
JAK1,WT-null,pooled,resolvable,219,0.5,0.5,0.5,0,0
JAK1,WT-null,pooled,unresolvable,70,0.5,0.5,0.5,0,0
JAK1,WT-null,pooled,resolvable_xfit,217,0.5,0.5,0.5,0,0
JAK1,WT-null,pooled,unresolvable_xfit,72,0.5,0.5,0.5,0,0
JAK1,scGen,pooled,all,289,0.56069,0.51736,0.60243,0,0
JAK1,scGen,pooled,resolvable,219,0.61885,0.57245,0.66987,0,0
JAK1,scGen,pooled,unresolvable,70,0.37873,0.31841,0.44366,0,0
JAK1,scGen,pooled,resolvable_xfit,217,0.61938,0.56532,0.67204,0,0
JAK1,scGen,pooled,unresolvable_xfit,72,0.37876,0.3151,0.44097,0,0
KRAS,Biolord,pooled,all,881,0.504,0.48535,0.5228,0,0
KRAS,Biolord,pooled,unresolvable,881,0.504,0.48519,0.52246,0,0
KRAS,Biolord,pooled,unresolvable_xfit,881,0.52873,0.50847,0.54793,0,0
KRAS,CellFlow,pooled,all,881,0.47102,0.45248,0.49013,0,0
KRAS,CellFlow,pooled,unresolvable,881,0.47102,0.45265,0.48905,0,0
KRAS,CellFlow,pooled,unresolvable_xfit,881,0.45909,0.43842,0.47872,0,0
KRAS,GBoost-esm,pooled,all,881,0.43871,0.42058,0.45594,0,0
KRAS,GBoost-esm,pooled,unresolvable,881,0.43871,0.42147,0.45615,0,0
KRAS,GBoost-esm,pooled,unresolvable_xfit,881,0.46369,0.44313,0.48378,0,0
KRAS,GBoost-esm+theta,pooled,all,881,0.44155,0.42416,0.45893,0,0
KRAS,GBoost-esm+theta,pooled,unresolvable,881,0.44155,0.42459,0.45932,0,0
KRAS,GBoost-esm+theta,pooled,unresolvable_xfit,881,0.4626,0.4436,0.48201,0,0
KRAS,GBoost-theta,pooled,all,881,0.46445,0.44642,0.48226,0,0
KRAS,GBoost-theta,pooled,unresolvable,881,0.46445,0.44584,0.48261,0,0
KRAS,GBoost-theta,pooled,unresolvable_xfit,881,0.45865,0.44033,0.47743,0,0
KRAS,Gene-mean,pooled,all,881,0.5,0.5,0.5,0,0
KRAS,Gene-mean,pooled,unresolvable,881,0.5,0.5,0.5,0,0
KRAS,Gene-mean,pooled,unresolvable_xfit,881,0.5,0.5,0.5,0,0
KRAS,KNN-esm,pooled,all,881,0.47384,0.45898,0.48947,0,0
KRAS,KNN-esm,pooled,unresolvable,881,0.47384,0.4585,0.48886,0,0
KRAS,KNN-esm,pooled,unresolvable_xfit,881,0.48309,0.46687,0.49847,0,0
KRAS,KNN-esm+theta,pooled,all,881,0.55879,0.54181,0.57681,0,0
KRAS,KNN-esm+theta,pooled,unresolvable,881,0.55879,0.54062,0.57686,0,0
KRAS,KNN-esm+theta,pooled,unresolvable_xfit,881,0.57573,0.55697,0.59383,0,0
KRAS,KNN-theta,pooled,all,881,0.53938,0.52191,0.55766,0,0
KRAS,KNN-theta,pooled,unresolvable,881,0.53938,0.52163,0.55814,0,0
KRAS,KNN-theta,pooled,unresolvable_xfit,881,0.55226,0.5328,0.57042,0,0
KRAS,Lasso-esm,pooled,all,881,0.5,0.5,0.5,0,0
KRAS,Lasso-esm,pooled,unresolvable,881,0.5,0.5,0.5,0,0
KRAS,Lasso-esm,pooled,unresolvable_xfit,881,0.5,0.5,0.5,0,0
KRAS,Lasso-esm+theta,pooled,all,881,0.5137,0.49521,0.53279,0,0
KRAS,Lasso-esm+theta,pooled,unresolvable,881,0.5137,0.49385,0.53354,0,0
KRAS,Lasso-esm+theta,pooled,unresolvable_xfit,881,0.51225,0.49167,0.53323,0,0
KRAS,Lasso-theta,pooled,all,881,0.5137,0.49596,0.53169,0,0
KRAS,Lasso-theta,pooled,unresolvable,881,0.5137,0.49493,0.53317,0,0
KRAS,Lasso-theta,pooled,unresolvable_xfit,881,0.51225,0.49097,0.53211,0,0
KRAS,MLP-esm,pooled,all,881,0.49164,0.47215,0.5126,0,0
KRAS,MLP-esm,pooled,unresolvable,881,0.49164,0.46992,0.5115,0,0
KRAS,MLP-esm,pooled,unresolvable_xfit,881,0.48191,0.46048,0.50377,0,0
KRAS,MLP-esm+theta,pooled,all,881,0.41942,0.40138,0.43847,0,0
KRAS,MLP-esm+theta,pooled,unresolvable,881,0.41942,0.40074,0.43849,0,0
KRAS,MLP-esm+theta,pooled,unresolvable_xfit,881,0.44541,0.42473,0.46527,0,0
KRAS,MLP-theta,pooled,all,881,0.4858,0.46728,0.50342,0,0
KRAS,MLP-theta,pooled,unresolvable,881,0.4858,0.46718,0.50477,0,0
KRAS,MLP-theta,pooled,unresolvable_xfit,881,0.4849,0.46519,0.50496,0,0
KRAS,PerturbNet,pooled,all,881,0.55633,0.53675,0.57528,0,0
KRAS,PerturbNet,pooled,unresolvable,881,0.55633,0.53591,0.57666,0,0
KRAS,PerturbNet,pooled,unresolvable_xfit,881,0.56624,0.54642,0.58631,0,0
KRAS,RF-esm,pooled,all,881,0.45176,0.43429,0.46815,0,0
KRAS,RF-esm,pooled,unresolvable,881,0.45176,0.43388,0.46934,0,0
KRAS,RF-esm,pooled,unresolvable_xfit,881,0.48773,0.46992,0.50525,0,0
KRAS,RF-esm+theta,pooled,all,881,0.46054,0.44227,0.47806,0,0
KRAS,RF-esm+theta,pooled,unresolvable,881,0.46054,0.44243,0.47841,0,0
KRAS,RF-esm+theta,pooled,unresolvable_xfit,881,0.48541,0.46576,0.50544,0,0
KRAS,RF-theta,pooled,all,881,0.47209,0.4537,0.48992,0,0
KRAS,RF-theta,pooled,unresolvable,881,0.47209,0.4546,0.49003,0,0
KRAS,RF-theta,pooled,unresolvable_xfit,881,0.47622,0.45626,0.49456,0,0
KRAS,Ridge-esm,pooled,all,881,0.45498,0.4363,0.47507,0,0
KRAS,Ridge-esm,pooled,unresolvable,881,0.45498,0.43461,0.47444,0,0
KRAS,Ridge-esm,pooled,unresolvable_xfit,881,0.46929,0.45019,0.48912,0,0
KRAS,Ridge-esm+theta,pooled,all,881,0.46754,0.44843,0.48714,0,0
KRAS,Ridge-esm+theta,pooled,unresolvable,881,0.46754,0.44924,0.48624,0,0
KRAS,Ridge-esm+theta,pooled,unresolvable_xfit,881,0.47465,0.45405,0.49525,0,0
KRAS,Ridge-theta,pooled,all,881,0.48576,0.46779,0.50459,0,0
KRAS,Ridge-theta,pooled,unresolvable,881,0.48576,0.46728,0.50512,0,0
KRAS,Ridge-theta,pooled,unresolvable_xfit,881,0.4858,0.46565,0.50506,0,0
KRAS,WT-null,pooled,all,881,0.5,0.5,0.5,0,0
KRAS,WT-null,pooled,unresolvable,881,0.5,0.5,0.5,0,0
KRAS,WT-null,pooled,unresolvable_xfit,881,0.5,0.5,0.5,0,0
KRAS,scGen,pooled,all,881,0.55313,0.53649,0.57164,0,0
KRAS,scGen,pooled,unresolvable,881,0.55313,0.53433,0.57155,0,0
KRAS,scGen,pooled,unresolvable_xfit,881,0.55122,0.53072,0.5712,0,0
KRAS,scVIDR,pooled,all,881,0.56406,0.54465,0.58307,0,0
KRAS,scVIDR,pooled,unresolvable,881,0.56406,0.54558,0.58331,0,0
KRAS,scVIDR,pooled,unresolvable_xfit,881,0.56094,0.54078,0.58128,0,0
TP53,Biolord,pooled,all,1293,0.52579,0.51003,0.54086,0,0
TP53,Biolord,pooled,unresolvable,1293,0.52579,0.5098,0.54051,0,0
TP53,Biolord,pooled,unresolvable_xfit,1293,0.51465,0.49752,0.53102,0,0
TP53,CellFlow,pooled,all,1293,0.49493,0.47859,0.51134,0,0
TP53,CellFlow,pooled,unresolvable,1293,0.49493,0.47934,0.51133,0,0
TP53,CellFlow,pooled,unresolvable_xfit,1293,0.4783,0.46202,0.49512,0,0
TP53,GBoost-esm,pooled,all,1293,0.55863,0.54243,0.57345,0,0
TP53,GBoost-esm,pooled,unresolvable,1293,0.55863,0.54336,0.57336,0,0
TP53,GBoost-esm,pooled,unresolvable_xfit,1293,0.53922,0.52273,0.55451,0,0
TP53,GBoost-esm+theta,pooled,all,1293,0.54696,0.53098,0.56268,0,0
TP53,GBoost-esm+theta,pooled,unresolvable,1293,0.54696,0.53191,0.56254,0,0
TP53,GBoost-esm+theta,pooled,unresolvable_xfit,1293,0.53245,0.5158,0.5493,0,0
TP53,GBoost-theta,pooled,all,1293,0.48309,0.4668,0.49882,0,0
TP53,GBoost-theta,pooled,unresolvable,1293,0.48309,0.46799,0.49807,0,0
TP53,GBoost-theta,pooled,unresolvable_xfit,1293,0.47696,0.46052,0.49256,0,0
TP53,Gene-mean,pooled,all,1293,0.5,0.5,0.5,0,0
TP53,Gene-mean,pooled,unresolvable,1293,0.5,0.5,0.5,0,0
TP53,Gene-mean,pooled,unresolvable_xfit,1293,0.5,0.5,0.5,0,0
TP53,KNN-esm,pooled,all,1293,0.44663,0.4332,0.46029,0,0
TP53,KNN-esm,pooled,unresolvable,1293,0.44663,0.43244,0.46003,0,0
TP53,KNN-esm,pooled,unresolvable_xfit,1293,0.43747,0.42207,0.45237,0,0
TP53,KNN-esm+theta,pooled,all,1293,0.43043,0.41609,0.44512,0,0
TP53,KNN-esm+theta,pooled,unresolvable,1293,0.43043,0.41539,0.44487,0,0
TP53,KNN-esm+theta,pooled,unresolvable_xfit,1293,0.42327,0.40672,0.43879,0,0
TP53,KNN-theta,pooled,all,1293,0.44029,0.42534,0.45491,0,0
TP53,KNN-theta,pooled,unresolvable,1293,0.44029,0.42554,0.45531,0,0
TP53,KNN-theta,pooled,unresolvable_xfit,1293,0.43491,0.41961,0.44983,0,0
TP53,Lasso-esm,pooled,all,1293,0.5,0.5,0.5,0,0
TP53,Lasso-esm,pooled,unresolvable,1293,0.5,0.5,0.5,0,0
TP53,Lasso-esm,pooled,unresolvable_xfit,1293,0.5,0.5,0.5,0,0
TP53,Lasso-esm+theta,pooled,all,1293,0.5341,0.51862,0.54901,0,0
TP53,Lasso-esm+theta,pooled,unresolvable,1293,0.5341,0.51855,0.54978,0,0
TP53,Lasso-esm+theta,pooled,unresolvable_xfit,1293,0.52903,0.51231,0.54458,0,0
TP53,Lasso-theta,pooled,all,1293,0.5341,0.5189,0.54956,0,0
TP53,Lasso-theta,pooled,unresolvable,1293,0.5341,0.51894,0.54889,0,0
TP53,Lasso-theta,pooled,unresolvable_xfit,1293,0.52903,0.51284,0.54497,0,0
TP53,MLP-esm,pooled,all,1293,0.50812,0.49136,0.52417,0,0
TP53,MLP-esm,pooled,unresolvable,1293,0.50812,0.49186,0.52466,0,0
TP53,MLP-esm,pooled,unresolvable_xfit,1293,0.50615,0.48914,0.52312,0,0
TP53,MLP-esm+theta,pooled,all,1293,0.52716,0.51194,0.54123,0,0
TP53,MLP-esm+theta,pooled,unresolvable,1293,0.52716,0.51202,0.54218,0,0
TP53,MLP-esm+theta,pooled,unresolvable_xfit,1293,0.52485,0.50847,0.54093,0,0
TP53,MLP-theta,pooled,all,1293,0.51962,0.50394,0.53537,0,0
TP53,MLP-theta,pooled,unresolvable,1293,0.51962,0.50485,0.53539,0,0
TP53,MLP-theta,pooled,unresolvable_xfit,1293,0.51009,0.49254,0.5266,0,0
TP53,PerturbNet,pooled,all,1293,0.51501,0.4986,0.53039,0,0
TP53,PerturbNet,pooled,unresolvable,1293,0.51501,0.49966,0.53065,0,0
TP53,PerturbNet,pooled,unresolvable_xfit,1293,0.51853,0.50236,0.53448,0,0
TP53,RF-esm,pooled,all,1293,0.5265,0.51161,0.54229,0,0
TP53,RF-esm,pooled,unresolvable,1293,0.5265,0.51033,0.54144,0,0
TP53,RF-esm,pooled,unresolvable_xfit,1293,0.51183,0.49507,0.52873,0,0
TP53,RF-esm+theta,pooled,all,1293,0.44389,0.42898,0.45889,0,0
TP53,RF-esm+theta,pooled,unresolvable,1293,0.44389,0.42874,0.45907,0,0
TP53,RF-esm+theta,pooled,unresolvable_xfit,1293,0.43524,0.4199,0.45115,0,0
TP53,RF-theta,pooled,all,1293,0.48963,0.47474,0.50477,0,0
TP53,RF-theta,pooled,unresolvable,1293,0.48963,0.47437,0.50425,0,0
TP53,RF-theta,pooled,unresolvable_xfit,1293,0.47725,0.46155,0.49288,0,0
TP53,Ridge-esm,pooled,all,1293,0.49316,0.47818,0.50767,0,0
TP53,Ridge-esm,pooled,unresolvable,1293,0.49316,0.47858,0.5079,0,0
TP53,Ridge-esm,pooled,unresolvable_xfit,1293,0.46926,0.45363,0.48495,0,0
TP53,Ridge-esm+theta,pooled,all,1293,0.51573,0.50082,0.53006,0,0
TP53,Ridge-esm+theta,pooled,unresolvable,1293,0.51573,0.50185,0.53086,0,0
TP53,Ridge-esm+theta,pooled,unresolvable_xfit,1293,0.49969,0.48374,0.51515,0,0
TP53,Ridge-theta,pooled,all,1293,0.51989,0.50488,0.53473,0,0
TP53,Ridge-theta,pooled,unresolvable,1293,0.51989,0.5053,0.53454,0,0
TP53,Ridge-theta,pooled,unresolvable_xfit,1293,0.50354,0.48874,0.51887,0,0
TP53,WT-null,pooled,all,1293,0.5,0.5,0.5,0,0
TP53,WT-null,pooled,unresolvable,1293,0.5,0.5,0.5,0,0
TP53,WT-null,pooled,unresolvable_xfit,1293,0.5,0.5,0.5,0,0
TP53,scGen,pooled,all,1293,0.53015,0.51567,0.5452,0,0
TP53,scGen,pooled,unresolvable,1293,0.53015,0.51431,0.54514,0,0
TP53,scGen,pooled,unresolvable_xfit,1293,0.52367,0.50864,0.54046,0,0
TP53,scVIDR,pooled,all,1293,0.51251,0.49737,0.52735,0,0
TP53,scVIDR,pooled,unresolvable,1293,0.51251,0.49709,0.52763,0,0
TP53,scVIDR,pooled,unresolvable_xfit,1293,0.50841,0.49139,0.52467,0,0
GATA1,split-half measurement,pooled,resolvable_xfit_shared,425,0.98824,0.98353,0.99265,0,0
GATA1,Biolord,pooled,resolvable_xfit_shared,425,0.57456,0.53895,0.61059,0,0
GATA1,CellFlow,pooled,resolvable_xfit_shared,425,0.53176,0.49061,0.57569,0,0
GATA1,GBoost-esm,pooled,resolvable_xfit_shared,425,0.65007,0.6124,0.68439,0,0
GATA1,GBoost-esm+theta,pooled,resolvable_xfit_shared,425,0.66132,0.62549,0.69831,0,0
GATA1,GBoost-theta,pooled,resolvable_xfit_shared,425,0.5902,0.55001,0.63177,0,0
GATA1,Gene-mean,pooled,resolvable_xfit_shared,425,0.5,0.5,0.5,0,0
GATA1,KNN-esm,pooled,resolvable_xfit_shared,425,0.5414,0.50176,0.58197,0,0
GATA1,KNN-esm+theta,pooled,resolvable_xfit_shared,425,0.56039,0.52225,0.59858,0,0
GATA1,KNN-theta,pooled,resolvable_xfit_shared,425,0.50517,0.4634,0.54713,0,0
GATA1,Lasso-esm,pooled,resolvable_xfit_shared,425,0.5,0.5,0.5,0,0
GATA1,Lasso-esm+theta,pooled,resolvable_xfit_shared,425,0.45777,0.4183,0.49556,0,0
GATA1,Lasso-theta,pooled,resolvable_xfit_shared,425,0.45777,0.41926,0.49556,0,0
GATA1,MLP-esm,pooled,resolvable_xfit_shared,425,0.495,0.465,0.52638,0,0
GATA1,MLP-esm+theta,pooled,resolvable_xfit_shared,425,0.60044,0.56695,0.63541,0,0
GATA1,MLP-theta,pooled,resolvable_xfit_shared,425,0.68814,0.64936,0.72632,0,0
GATA1,PerturbNet,pooled,resolvable_xfit_shared,425,0.58341,0.54088,0.62348,0,0
GATA1,RF-esm,pooled,resolvable_xfit_shared,425,0.65422,0.61225,0.69314,0,0
GATA1,RF-esm+theta,pooled,resolvable_xfit_shared,425,0.64743,0.60752,0.68952,0,0
GATA1,RF-theta,pooled,resolvable_xfit_shared,425,0.5174,0.47458,0.55846,0,0
GATA1,Ridge-esm,pooled,resolvable_xfit_shared,425,0.77978,0.7455,0.81119,0,0
GATA1,Ridge-esm+theta,pooled,resolvable_xfit_shared,425,0.59853,0.55968,0.63809,0,0
GATA1,Ridge-theta,pooled,resolvable_xfit_shared,425,0.51444,0.47539,0.55454,0,0
GATA1,WT-null,pooled,resolvable_xfit_shared,425,0.5,0.5,0.5,0,0
GATA1,scGen,pooled,resolvable_xfit_shared,425,0.64451,0.60592,0.68397,0,0
GATA1,scVIDR,pooled,resolvable_xfit_shared,425,0.82961,0.79755,0.86307,0,0
JAK1,split-half measurement,pooled,resolvable_xfit_shared,116,1.0,1.0,1.0,0,0
JAK1,Biolord,pooled,resolvable_xfit_shared,116,0.76221,0.70654,0.81484,0,0
JAK1,CellFlow,pooled,resolvable_xfit_shared,116,0.5361,0.47037,0.60346,0,0
JAK1,GBoost-esm,pooled,resolvable_xfit_shared,116,0.46713,0.4005,0.5379,0,0
JAK1,GBoost-esm+theta,pooled,resolvable_xfit_shared,116,0.54149,0.47215,0.61064,0,0
JAK1,GBoost-theta,pooled,resolvable_xfit_shared,116,0.59483,0.53304,0.65895,0,0
JAK1,Gene-mean,pooled,resolvable_xfit_shared,116,0.5,0.5,0.5,0,0
JAK1,KNN-esm,pooled,resolvable_xfit_shared,116,0.55639,0.51041,0.60273,0,0
JAK1,KNN-esm+theta,pooled,resolvable_xfit_shared,116,0.62267,0.55836,0.68858,0,0
JAK1,KNN-theta,pooled,resolvable_xfit_shared,116,0.588,0.52567,0.65015,0,0
JAK1,Lasso-esm,pooled,resolvable_xfit_shared,116,0.58549,0.51437,0.65463,0,0
JAK1,Lasso-esm+theta,pooled,resolvable_xfit_shared,116,0.55603,0.48869,0.62842,0,0
JAK1,Lasso-theta,pooled,resolvable_xfit_shared,116,0.58603,0.51866,0.6496,0,0
JAK1,MLP-esm,pooled,resolvable_xfit_shared,116,0.5643,0.49946,0.62787,0,0
JAK1,MLP-esm+theta,pooled,resolvable_xfit_shared,116,0.54544,0.47521,0.61638,0,0
JAK1,MLP-theta,pooled,resolvable_xfit_shared,116,0.63685,0.57489,0.70008,0,0
JAK1,PerturbNet,pooled,resolvable_xfit_shared,116,0.45312,0.37823,0.52963,0,0
JAK1,RF-esm,pooled,resolvable_xfit_shared,116,0.58387,0.51868,0.64639,0,0
JAK1,RF-esm+theta,pooled,resolvable_xfit_shared,116,0.56591,0.50502,0.63148,0,0
JAK1,RF-theta,pooled,resolvable_xfit_shared,116,0.57543,0.5061,0.64422,0,0
JAK1,Ridge-esm,pooled,resolvable_xfit_shared,116,0.60542,0.53951,0.66901,0,0
JAK1,Ridge-esm+theta,pooled,resolvable_xfit_shared,116,0.52029,0.4472,0.58873,0,0
JAK1,Ridge-theta,pooled,resolvable_xfit_shared,116,0.56717,0.49874,0.63488,0,0
JAK1,WT-null,pooled,resolvable_xfit_shared,116,0.5,0.5,0.5,0,0
JAK1,scGen,pooled,resolvable_xfit_shared,116,0.68696,0.62051,0.74911,0,0
